Order_Id,Browser_Ip,Buyer_Accepts_Marketing,Current_Total_Duties_Set_Shop_Money_Amount,Current_Total_Duties_Set_Shop_Money_Currency_Code,Original_Total_Duties_Set_Shop_Money_Amount,Original_Total_Duties_Set_Shop_Money_Currency_Code,Cancel_Reason,Cancelled_At,Cart_Token,Closed_At,Created_At,Currency,Email,Financial_Status,Fulfillment_Status,Tags,Landing_Site,Name,Note,Number,Order_Number,Processed_At,Processing_Method,Referring_Site,Source_Name,Subtotal_Price,Taxes_Included,Token,Total_Discounts,Total_Line_Items_Price,Total_Price,Total_Tax,Total_Weight,Updated_At,Order_Status_Url,Gateway,Billing_Address_Address1,Billing_Address_Address2,Billing_Address_City,Billing_Address_Company,Billing_Address_Country,Billing_Address_First_Name,Billing_Address_Id,Billing_Address_Last_Name,Billing_Address_Phone,Billing_Address_Province,Billing_Address_Zip,Billing_Address_Name,Billing_Address_Province_Code,Billing_Address_Country_Code,Billing_Address_Default,Billing_Address_Latitude,Billing_Address_Longitude,Shipping_Address_Address1,Shipping_Address_Address2,Shipping_Address_City,Shipping_Address_Company,Shipping_Address_Country,Shipping_Address_First_Name,Shipping_Address_Last_Name,Shipping_Address_Latitude,Shipping_Address_Longitude,Shipping_Address_Phone,Shipping_Address_Province,Shipping_Address_Zip,Shipping_Address_Name,Shipping_Address_Country_Code,Shipping_Address_Province_Code,Client_Details_Accept_Language,Client_Details_Browser_Height,Client_Details_Browser_Ip,Client_Details_Browser_Width,Client_Details_Session_Hash,Client_Details_User_Agent,Customer_Id,Customer_Last_Order_Id,Customer_Verified_Email,Customer_Tax_Exempt,Customer_Accepts_Marketing,Customer_Created_At,Customer_Email,Customer_First_Name,Customer_Last_Name,Customer_Note,Customer_Orders_Count,Customer_Last_Order_Name,Customer_State,Customer_Total_Spent,Customer_Updated_At,Customer_Tags,Customer_Multipass_Identifier,Customer_Default_Address_Id,Customer_Default_Address_First_Name,Customer_Default_Address_Last_name,Customer_Default_Address_Company,Customer_Default_Address_Address1,Customer_Default_Address_Address2,Customer_Default_Address_City,Customer_Default_Address_Province,Customer_Default_Address_Country,Customer_Default_Address_Zip,Customer_Default_Address_Phone,Customer_Default_Address_Name,Customer_Default_Address_Province_Code,Customer_Default_Address_Country_Code,Customer_Default_Address_Country_Name,Customer_Default_Address_Default,Current_Subtotal_Price_Set_Shop_Money_Amount,Current_Subtotal_Price_Set_Shop_Money_Currency_Code,Current_Subtotal_Price_Set_Presentment_Money_Amount,Current_Subtotal_Price_Set_Presentment_Money_Currency_Code,Current_Total_Discounts,Current_Total_Discounts_Set_Shop_Money_Amount,Current_Total_Discounts_Set_Shop_Money_Currency_Code,Current_Total_Discounts_Set_Presentment_Money_Amount,Current_Total_Discounts_Set_Presentment_Money_Currency_Code,Current_Total_Price,Current_Total_Price_Set_Shop_Money_Amount,Current_Total_Price_Set_Shop_Money_Currency_Code,Current_Total_Price_Set_Presentment_Money_Amount,Current_Total_Price_Set_Presentment_Money_Currency_Code,Current_Total_Tax,Current_Total_Tax_Set_Shop_Money_Amount,Current_Total_Tax_Set_Shop_Money_Currency_Code,Current_Total_Tax_Set_Presentment_Money_Amount,Current_Total_Tax_Set_Presentment_Money_Currency_Code,Customer_Locale,Device_Id,Estimated_Taxes,Landing_Site_Ref,Location_Id,Phone,Presentment_Currency,Reference,Source_Identifier,Source_Url,Subtotal_Price_Set_Shop_Money_Amount,Subtotal_Price_Set_Shop_Money_Currency_Code,Subtotal_Price_Set_Presentment_Money_Amount,Subtotal_Price_Set_Presentment_Money_Currency_Code,Test,Total_Discounts_Set_Shop_Money_Amount,Total_Discounts_Set_Shop_Money_Currency_Code,Total_Discounts_Set_Presentment_Money_Amount,Total_Discounts_Set_Presentment_Money_Currency_Code,Total_Line_Items_Price_Set_Shop_Money_Amount,Total_Line_Items_Price_Set_Shop_Money_Currency_Code,Total_Line_Items_Price_Set_Presentment_Money_Amount,Total_Line_Items_Price_Set_Presentment_Money_Currency_Code,Total_Outstanding,Total_Price_Set_Shop_Money_Amount,Total_Price_Set_Shop_Money_Currency_Code,Total_Price_Set_Presentment_Money_Amount,Total_Price_Set_Presentment_Money_Currency_Code,Total_Price_Usd,Total_Shipping_Price_Set_Shop_Money_Amount,Total_Shipping_Price_Set_Shop_Money_Currency_Code,Total_Shipping_Price_Set_Presentment_Money_Amount,Total_Shipping_Price_Set_Presentment_Money_Currency_Code,Total_Tax_Set_Shop_Money_Amount,Total_Tax_Set_Shop_Money_Currency_Code,Total_Tax_Set_Presentment_Money_Amount,Total_Tax_Set_Presentment_Money_Currency_Code,Total_Tip_Received,Customer_Sms_Marketing_Consent_State,Customer_Sms_Marketing_Consent_Opt_In_Level,Customer_Sms_Marketing_Consent_Consent_Updated_At,Customer_Sms_Marketing_Consent_Consent_Collected_From
6288781148253,,False,,,,,,,,,2025-01-24 09:12:34.0000000,"INR","egnition_sample_20250124201007_8@egnition.com","paid",,"egnition-sample-data",,"#1010",,10,1010,2025-01-24 09:12:34.0000000,,,"1608003",".300",False,"5ed890aaedd70c939b8c42dc276281ef","0",".30",".30","0","0",2025-01-24 09:13:34.0000000,"https://grow-men.myshopify.com/67305046109/orders/5ed890aaedd70c939b8c42dc276281ef/authenticate?key=a37fe9785c707ccd000e25cbc51c808f",,"3884 Purus Street",,"Phoenix",,"Solomon Islands","Hedley",,"Ewing","+67724127",,"3998","Hedley Ewing",,"SB",,,,"3884 Purus Street",,"Phoenix",,"Solomon Islands","Hedley","Ewing",33.448377100,-112.074037300,"+67724127",,"3998","Hedley Ewing","SB",,,,,,,,7472552968285,,True,False,,2025-01-24 09:10:09.0000000,"egnition_sample_20250124201007_8@egnition.com","Hedley","Ewing",,,,"disabled",,2025-01-24 09:14:52.0000000,"egnition-sample-data",,8698238238813,"Hedley","Ewing",,"3884 Purus Street",,"Phoenix",,"Solomon Islands","3998","+67724127","Hedley Ewing",,"SB","Solomon Islands",True,"0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR","0.30","0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.30","INR","0.30","INR",False,"0.00","INR","0.00","INR","0.30","INR","0.30","INR","0.30","0.30","INR","0.30","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288781017181,,False,,,,,,,,,2025-01-24 09:12:28.0000000,"INR","egnition_sample_20250124201007_4@egnition.com","refunded",,"egnition-sample-data",,"#1009",,9,1009,2025-01-24 09:12:28.0000000,,,"1608003",".200",False,"7976afefa2e6f3c9fb64d071872c82b1","0",".20",".20","0","0",2025-01-24 09:13:29.0000000,"https://grow-men.myshopify.com/67305046109/orders/7976afefa2e6f3c9fb64d071872c82b1/authenticate?key=692d1aa1993e0d3f0dbfb82655098f3c",,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","Xanthus",,"Downs","+243825125401",,"529515","Xanthus Downs",,"CD",,44.942897500,-123.035096300,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","Xanthus","Downs",44.942897500,-123.035096300,"+243825125401",,"529515","Xanthus Downs","CD",,,,,,,,7472552837213,,True,False,,2025-01-24 09:10:08.0000000,"egnition_sample_20250124201007_4@egnition.com","Xanthus","Downs",,,,"disabled",,2025-01-24 09:12:28.0000000,"egnition-sample-data",,8698238107741,"Xanthus","Downs",,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","529515","+243825125401","Xanthus Downs",,"CD","Congo, The Democratic Republic Of The",True,"0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR","0.20","0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.20","INR","0.20","INR",False,"0.00","INR","0.00","INR","0.20","INR","0.20","INR","0.20","0.20","INR","0.20","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288780492893,,False,,,,,,,,,2025-01-24 09:11:42.0000000,"INR","egnition_sample_20250124201007_4@egnition.com","paid",,"egnition-sample-data",,"#1008",,8,1008,2025-01-24 09:11:42.0000000,,,"1608003",".300",False,"ed37710d4475c6be2aac686397d28e15","0",".30",".30","0","0",2025-01-24 09:12:42.0000000,"https://grow-men.myshopify.com/67305046109/orders/ed37710d4475c6be2aac686397d28e15/authenticate?key=35d477bd2575d8eb7f27c4e5b710c474",,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","Xanthus",,"Downs","+243825125401",,"529515","Xanthus Downs",,"CD",,44.942897500,-123.035096300,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","Xanthus","Downs",44.942897500,-123.035096300,"+243825125401",,"529515","Xanthus Downs","CD",,,,,,,,7472552837213,,True,False,,2025-01-24 09:10:08.0000000,"egnition_sample_20250124201007_4@egnition.com","Xanthus","Downs",,,,"disabled",,2025-01-24 09:12:28.0000000,"egnition-sample-data",,8698238107741,"Xanthus","Downs",,"640-1995 Ut Rd.",,"Salem",,"Congo, The Democratic Republic Of The","529515","+243825125401","Xanthus Downs",,"CD","Congo, The Democratic Republic Of The",True,"0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR","0.30","0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.30","INR","0.30","INR",False,"0.00","INR","0.00","INR","0.30","INR","0.30","INR","0.30","0.30","INR","0.30","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288780361821,,False,,,,,,,,,2025-01-24 09:11:36.0000000,"INR","egnition_sample_20250124201007_9@egnition.com","refunded",,"egnition-sample-data",,"#1007",,7,1007,2025-01-24 09:11:36.0000000,,,"1608003",".200",False,"c3dccb6127b24886a346c37bfe86b624","0",".20",".20","0","0",2025-01-24 09:12:37.0000000,"https://grow-men.myshopify.com/67305046109/orders/c3dccb6127b24886a346c37bfe86b624/authenticate?key=c8c4c9a2d592f9a04428b4c432ff33e9",,"Ap #147-5705 Nonummy Street",,"Maubeuge",,"Eritrea","Steven",,"Porter","+2911128657",,"7759","Steven Porter",,"ER",,,,"Ap #147-5705 Nonummy Street",,"Maubeuge",,"Eritrea","Steven","Porter",50.280228000,3.967400000,"+2911128657",,"7759","Steven Porter","ER",,,,,,,,7472553001053,,True,False,,2025-01-24 09:10:09.0000000,"egnition_sample_20250124201007_9@egnition.com","Steven","Porter",,,,"disabled",,2025-01-24 09:11:36.0000000,"egnition-sample-data, referral",,8698238271581,"Steven","Porter",,"Ap #147-5705 Nonummy Street",,"Maubeuge",,"Eritrea","7759","+2911128657","Steven Porter",,"ER","Eritrea",True,"0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR","0.20","0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.20","INR","0.20","INR",False,"0.00","INR","0.00","INR","0.20","INR","0.20","INR","0.20","0.20","INR","0.20","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288780329053,,False,,,,,,,,,2025-01-24 09:11:30.0000000,"INR","egnition_sample_20250124201007_5@egnition.com","refunded",,"egnition-sample-data",,"#1006",,6,1006,2025-01-24 09:11:30.0000000,,,"1608003",".200",False,"68d1502fd67b022effed7eb69d82de4c","0",".20",".20","0","0",2025-01-24 09:12:31.0000000,"https://grow-men.myshopify.com/67305046109/orders/68d1502fd67b022effed7eb69d82de4c/authenticate?key=c8922574e5272dea2130c90590efd91f",,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","Aaron",,"Hooper","+221339511205",,"4378","Aaron Hooper",,"SN",,,,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","Aaron","Hooper",35.467560200,-97.516427600,"+221339511205",,"4378","Aaron Hooper","SN",,,,,,,,7472552869981,,True,False,,2025-01-24 09:10:08.0000000,"egnition_sample_20250124201007_5@egnition.com","Aaron","Hooper",,,,"disabled",,2025-01-24 09:11:30.0000000,"egnition-sample-data, VIP",,8698238140509,"Aaron","Hooper",,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","4378","+221339511205","Aaron Hooper",,"SN","Senegal",True,"0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR","0.20","0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.20","INR","0.20","INR",False,"0.00","INR","0.00","INR","0.20","INR","0.20","INR","0.20","0.20","INR","0.20","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288780230749,,False,,,,,,,,,2025-01-24 09:11:24.0000000,"INR","egnition_sample_20250124201007_7@egnition.com","paid",,"egnition-sample-data",,"#1005",,5,1005,2025-01-24 09:11:24.0000000,,,"1608003",".200",False,"8e767c46c542a16f91deb77be3a8f27e","0",".20",".20","0","0",2025-01-24 09:12:25.0000000,"https://grow-men.myshopify.com/67305046109/orders/8e767c46c542a16f91deb77be3a8f27e/authenticate?key=ae9502450430381bb6bf4cfa8a7968a6",,"470-8311 Sed Rd.",,"Little Rock",,"Madagascar","Henry",,"Cardenas","+261340741879",,"13941","Henry Cardenas",,"MG",,,,"470-8311 Sed Rd.",,"Little Rock",,"Madagascar","Henry","Cardenas",34.744461800,-92.288015700,"+261340741879",,"13941","Henry Cardenas","MG",,,,,,,,7472552935517,,True,False,,2025-01-24 09:10:09.0000000,"egnition_sample_20250124201007_7@egnition.com","Henry","Cardenas",,,,"disabled",,2025-01-24 09:14:46.0000000,"egnition-sample-data",,8698238206045,"Henry","Cardenas",,"470-8311 Sed Rd.",,"Little Rock",,"Madagascar","13941","+261340741879","Henry Cardenas",,"MG","Madagascar",True,"0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR","0.20","0.20","INR","0.20","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.20","INR","0.20","INR",False,"0.00","INR","0.00","INR","0.20","INR","0.20","INR","0.20","0.20","INR","0.20","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288779739229,,False,,,,,,,,,2025-01-24 09:10:38.0000000,"INR","egnition_sample_20250124201007_5@egnition.com","paid",,"egnition-sample-data",,"#1004",,4,1004,2025-01-24 09:10:38.0000000,,,"1608003",".100",False,"da89b2c5356a8201f00c5b6e9d1e8efd","0",".10",".10","0","0",2025-01-24 09:11:39.0000000,"https://grow-men.myshopify.com/67305046109/orders/da89b2c5356a8201f00c5b6e9d1e8efd/authenticate?key=27e634c5e2d4584ba5684f51b24f4cb4",,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","Aaron",,"Hooper","+221339511205",,"4378","Aaron Hooper",,"SN",,,,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","Aaron","Hooper",35.467560200,-97.516427600,"+221339511205",,"4378","Aaron Hooper","SN",,,,,,,,7472552869981,,True,False,,2025-01-24 09:10:08.0000000,"egnition_sample_20250124201007_5@egnition.com","Aaron","Hooper",,,,"disabled",,2025-01-24 09:11:30.0000000,"egnition-sample-data, VIP",,8698238140509,"Aaron","Hooper",,"Ap #332-1748 Enim Rd.",,"Oklahoma City",,"Senegal","4378","+221339511205","Aaron Hooper",,"SN","Senegal",True,"0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR","0.10","0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.10","INR","0.10","INR",False,"0.00","INR","0.00","INR","0.10","INR","0.10","INR","0.10","0.10","INR","0.10","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288779706461,,False,,,,,,,,,2025-01-24 09:10:33.0000000,"INR","egnition_sample_20250124201007_8@egnition.com","pending",,"egnition-sample-data",,"#1003",,3,1003,2025-01-24 09:10:33.0000000,,,"1608003",".300",False,"208882049ac6e848613c1474c822b0e6","0",".30",".30","0","0",2025-01-24 09:11:33.0000000,"https://grow-men.myshopify.com/67305046109/orders/208882049ac6e848613c1474c822b0e6/authenticate?key=40560e363776559898ec59316b59d4af",,"3884 Purus Street",,"Phoenix",,"Solomon Islands","Hedley",,"Ewing","+67724127",,"3998","Hedley Ewing",,"SB",,33.448377100,-112.074037300,"3884 Purus Street",,"Phoenix",,"Solomon Islands","Hedley","Ewing",33.448377100,-112.074037300,"+67724127",,"3998","Hedley Ewing","SB",,,,,,,,7472552968285,,True,False,,2025-01-24 09:10:09.0000000,"egnition_sample_20250124201007_8@egnition.com","Hedley","Ewing",,,,"disabled",,2025-01-24 09:14:52.0000000,"egnition-sample-data",,8698238238813,"Hedley","Ewing",,"3884 Purus Street",,"Phoenix",,"Solomon Islands","3998","+67724127","Hedley Ewing",,"SB","Solomon Islands",True,"0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR","0.30","0.30","INR","0.30","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.30","INR","0.30","INR",False,"0.00","INR","0.00","INR","0.30","INR","0.30","INR","0.30","0.30","INR","0.30","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288779673693,,False,,,,,,,,,2025-01-24 09:10:27.0000000,"INR","egnition_sample_20250124201007_3@egnition.com","refunded",,"egnition-sample-data",,"#1002",,2,1002,2025-01-24 09:10:27.0000000,,,"1608003",".100",False,"87d9732edad19f747df59ae1835f6233","0",".10",".10","0","0",2025-01-24 09:11:28.0000000,"https://grow-men.myshopify.com/67305046109/orders/87d9732edad19f747df59ae1835f6233/authenticate?key=6058215169b4f01d3e29c1d5cf1fd160",,"P.O. Box 712, 4930 Adipiscing, Rd.",,"Hartford",,"Mayotte","Trevor",,"Clemons","+262269608792",,"301052","Trevor Clemons",,"YT",,41.765804300,-72.673372300,"P.O. Box 712, 4930 Adipiscing, Rd.",,"Hartford",,"Mayotte","Trevor","Clemons",41.765804300,-72.673372300,"+262269608792",,"301052","Trevor Clemons","YT",,,,,,,,7472552804445,,True,False,,2025-01-24 09:10:07.0000000,"egnition_sample_20250124201007_3@egnition.com","Trevor","Clemons",,,,"disabled",,2025-01-24 09:14:35.0000000,"egnition-sample-data",,8698238074973,"Trevor","Clemons",,"P.O. Box 712, 4930 Adipiscing, Rd.",,"Hartford",,"Mayotte","301052","+262269608792","Trevor Clemons",,"YT","Mayotte",True,"0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR","0.10","0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.10","INR","0.10","INR",False,"0.00","INR","0.00","INR","0.10","INR","0.10","INR","0.10","0.10","INR","0.10","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
6288779542621,,False,,,,,,,,,2025-01-24 09:10:21.0000000,"INR","egnition_sample_20250124201007_1@egnition.com","pending",,"egnition-sample-data",,"#1001",,1,1001,2025-01-24 09:10:21.0000000,,,"1608003",".100",False,"e6495007a41897a7cb11eb113bb28d10","0",".10",".10","0","0",2025-01-24 09:11:22.0000000,"https://grow-men.myshopify.com/67305046109/orders/e6495007a41897a7cb11eb113bb28d10/authenticate?key=b1837e2f6136d23da584f503c6a58516",,"5758 A, Street",,"Hyeres",,"Switzerland","Garth",,"Short","+41338859506",,"82995","Garth Short",,"CH",,,,"5758 A, Street",,"Hyeres",,"Switzerland","Garth","Short",43.119843600,6.128546600,"+41338859506",,"82995","Garth Short","CH",,,,,,,,7472552738909,,True,False,,2025-01-24 09:10:07.0000000,"egnition_sample_20250124201007_1@egnition.com","Garth","Short",,,,"disabled",,2025-01-24 09:12:45.0000000,"egnition-sample-data, referral",,8698238009437,"Garth","Short",,"5758 A, Street",,"Hyeres",,"Switzerland","82995","+41338859506","Garth Short",,"CH","Switzerland",True,"0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR","0.10","0.10","INR","0.10","INR","0.00","0.00","INR","0.00","INR",,,False,,,,"INR",,,,"0.10","INR","0.10","INR",False,"0.00","INR","0.00","INR","0.10","INR","0.10","INR","0.10","0.10","INR","0.10","INR",,"0.00","INR","0.00","INR","0.00","INR","0.00","INR","0.00","not_subscribed","single_opt_in",,"OTHER"
